source,bare_exists
%num1%/%num2% Signature Moves Used,
%num1%/%num2% Silver Donated,
%num1%/%num2% Skill[s] Granted,
%num1%/%num2% Skimmer Saddles Obtained,
%num1%/%num2% Skins,
%num1%/%num2% Skritt Support Mark[s] Contributed,
%num1%/%num2% Sky Crystals Gathered,
%num1%/%num2% Skyhammer Achievements Completed,
%num1%/%num2% Skyhammer Cannon Activations,
%num1%/%num2% Soups Sipped,
%num1%/%num2% Sparcus Firesplash Defeated,
%num1%/%num2% Sparki and Slick Defeated,
%num1%/%num2% Special Views of the Night Sky,
%num1%/%num2% Specialization Line[s] Complete,
%num1%/%num2% Specialization Line[s] Started,
%num1%/%num2% Spirit Watch Achievements Completed,
%num1%/%num2% Spoke with Caithe,
%num1%/%num2% Standing Ovations,
%num1%/%num2% Stanzas Obtained,
%num1%/%num2% Step[s] Completed,
%num1%/%num2% Steps Completed,
%num1%/%num2% Strugar and Chomper Meatless Defeats,
%num1%/%num2% Subject 6 defeated,
%num1%/%num2% Supplied,
%num1%/%num2% Support Goal[s] Completed,
%num1%/%num2% Support Goals Completed,
%num1%/%num2% Suriel the Blazing Light Kills,
%num1%/%num2% Survivors Eliminated,
%num1%/%num2% Survivors Trapped,
%num1%/%num2% Tablets Found,
%num1%/%num2% Tall Orders,
%num1%/%num2% Tapestry Pieces Found,
%num1%/%num2% Tasks Complete,
%num1%/%num2% Temple of the Silent Storm Achievements Completed,
%num1%/%num2% Tequatl Achievements Completed,
"%num1%/%num2% Testimony[pl:""Testimonies""] Collected",
%num1%/%num2% The Origins of Madness Achievements Completed,
%num1%/%num2% Third Tier Gambit Victories,
%num1%/%num2% Threats Dispatched,
"%num1%/%num2% Three Gambit, Third Tier Victories",
%num1%/%num2% Tiers Completed,
%num1%/%num2% Time[s] Transformed,
%num1%/%num2% Times Fully Charged,
%num1%/%num2% Times Transformed,
%num1%/%num2% Tokens Contributed,
%num1%/%num2% Tokens Traded,
%num1%/%num2% Tournament Matches Won,
%num1%/%num2% Toxic Alliance Members Killed,
%num1%/%num2% Toxic Cocoons Destroyed,
%num1%/%num2% Toxic Offshoots Destroyed,
%num1%/%num2% Toxic Spores Sampled,
%num1%/%num2% Toxic Wurm Shock Waves Jumped,
%num1%/%num2% Toxifiers Destroyed,
%num1%/%num2% Toxx Defeated,
%num1%/%num2% Toypocalypse[s] Cancelled,
%num1%/%num2% Toys Destroyed,
%num1%/%num2% Toys Given,
%num1%/%num2% Trade Caches Unlocked,
%num1%/%num2% Treats Given,
%num1%/%num2% Tree Stumps Destroyed in World 2 Tribulation Mode,
%num1%/%num2% Tunnel[s] Traveled,
%num1%/%num2% Turrets Enabled,
%num1%/%num2% Twilight Arbor Aetherblade Achievements Completed,
%num1%/%num2% Types of Invading Bosses Defeated,
%num1%/%num2% Unbound Magic Collected,
%num1%/%num2% Unbound Magic Gathered,
%num1%/%num2% Viathan Lake Events Completed,
%num1%/%num2% Waves Survived,
%num1%/%num2% Wiggin the Wicked Defeated,
%num1%/%num2% Winner[s] Picked,
%num1%/%num2% Wintersday Presents Opened,
%num1%/%num2% World Bosses Defeated,
%num1%/%num2% WvW Experience,
%num1%/%num2% Zhaitaffy Eaten,
%num1%/%num2% Zhaitan Weapon Variants Unlocked,
%num1%/%num2% Zones Completed<br>in World 1,
%num1%/%num2% Zones Completed<br>in World 2,
%num1%/%num2% areas,
%num1%/%num2% documents retrieved,
%num1%/%num2% in Material Storage,
%num1%/%num2% kill[s] in PvP.,
%num1%/%num2% map completion parts completed.,
%num1%/%num2% of Scarlet's Factions Killed,
%num1%/%num2% permanent steps completed.,
%num1%/1 Champion's Wings of Glory Purchased,
%num1%/1 Elite's Wings of Glory Purchased,
%num1%/1 Essence of Challenge Purchased,
%num1%/1 Essence of Determination Purchased,
%num1%/1 Essence of Discipline Purchased,
%num1%/1 Essence of Success Purchased,
%num1%/1 League Tracks Completed,
%num1%/1 Mystic Essence of Challenge Obtained,
%num1%/1 Mystic Essence of Determination Obtained,
%num1%/1 Mystic Essence of Discipline Obtained,
%num1%/1 Mystic Essence of Success Obtained,
%num1%/1 Recruit's Wings of Glory Purchased,
%num1%/1 Veteran's Wings of Glory Purchased,
%num1%/10 Priory Seals Recovered,
%num1%/10 Sunken Chests Opened,
%num1%/120 Kills in Ranked Matches,
%num1%/14 Golemancer Recordings Recovered,
%num1%/15 Days of Completing 3 Ranked Matches,
%num1%/18 Runic Armor Pieces Unlocked,
%num1%/2 League Tracks Completed,
%num1%/2 Profession Achievements Completed,
%num1%/200 Kills in Ranked Matches,
%num1%/3 League Tracks Completed,
%num1%/3 Profession Achievements Completed,
%num1%/3 Successful Patrols of the Ruination,
%num1%/3 Zones Completed<br>in World 1 in Tribulation Mode,
%num1%/3 Zones Completed<br>in World 2 in Tribulation Mode,
%num1%/30 Kills in Ranked Matches,
%num1%/4 Champion K1T Golems Dismantled,
%num1%/4 League Tracks Completed,
%num1%/4 Paths Completed,
%num1%/4 Sentinels Down,
%num1%/5 Aether Chests Discovered,
%num1%/5 Division Thresholds Crossed,
%num1%/5 Jormag Rising Story Chapters Completed,
%num1%/5 No Quarter Story Chapters Completed,
%num1%/6 Forgotten Teleporters Used,
%num1%/7 Journal Pages Recovered,
%num1%/7 Steps Taken toward Solace for Jimoh,
%num1%/70 Kills in Ranked Matches,
%num1%/8 Dungeon Paths Completed,
%num1%: REWARD-ID=%num2%,
%num1%: REWARD-ID=%num2% TROPHY-COUNT=%num3% TROPHY-NAME=%str1%,
%num1%:%num2%,
%num1%KB,
%num1%g,
%num1%k,
%num1%nd,
%num1%rd,
%num1%s Recharge,
%num1%st,
%num1%th,
%num2% Guild Wars Monument Points,
%num2% silver,
"%num2% silver, %num1% copper",
%num3% gold,
"%num3% gold, %num1% copper",
"%num3% gold, %num2% silver",
"%num3% gold, %num2% silver, %num1% copper",
%num3%/%num2%/ [nosep]%num4%,
%num4% (Buffs)<br>%num5% (Weapon Power)<br>%num1% (Base Strength) <br> %num2% (Strength from Items) +<br>----------------<br> %num3% (Total Melee Power),
%str1%,
%str1% %num1%%% unlocked,
%str1% %str2%,
%str1% %str2% %str3%,
%str1% %str2%%str3%,
%str1% (%num1%%str2%),1
%str1% (%num1%),
%str1% (%num1%) Active,
%str1% (%num1%/%num2% complete),
%str1% (%str2%%num1%),1
%str1% (%str2%),
%str1% (%str2%)(%str3%),
%str1% (American District %num1%),
%str1% (Ascended),
%str1% (Chinese District %num1%),
%str1% (Code=%str2%),
%str1% (Contested),
%str1% (Enemy WvW Combatant),
%str1% (European District %str2%-%num1%),
%str1% (Exotic),
%str1% (Guild),
%str1% (International District %num1%),
%str1% (Japanese District %num1%),
%str1% (Korean District %num1%),
%str1% (Legendary),
%str1% (Master),
%str1% (Off-Hand),
%str1% (Rare),
%str1% (Recommended 5 players),
%str1% (Taiwanese District %num1%),
%str1% (Tier %num1%),
%str1% + %num1%,
%str1% + %str2%,
%str1% - %str2%,
%str1% - Lvl. %num1%,
%str1% - Road Marker,
%str1% : Show more info (%num1% of %num2%),
%str1% <c=#ffe69e>(%str2% absorbed)</c>,
%str1% <c=%str2%>(%num1%)</c>,
%str1% <i><c=@task>Exclusive</c></i>,
%str1% Achievements,
%str1% Achievements Completed,
%str1% Alive,
%str1% Alpine Borderlands,
%str1% Already Active,
%str1% Aquatic Headgear,
%str1% BROKEN!,
%str1% Banner,
%str1% Bastion,
%str1% Battle Standards,
%str1% Beast,
%str1% Boots,
%str1% Border,
%str1% Borderlands,
%str1% Borderlands Asura Gate,
%str1% Borderlands Mists Gate,
%str1% Build,
%str1% Chest,
%str1% Citadel,
%str1% Complete,
%str1% Completed!,
%str1% Completion,
%str1% Dead,
%str1% Defeated,
%str1% Defender,
%str1% Desert Borderlands,
%str1% Destroyed,
%str1% Discovered,
%str1% Fractal Level,
%str1% Fractal Level: %str2%,
%str1% Games Played,
%str1% Games Won,
%str1% Games by Profession,
%str1% Garrison,
%str1% Gloves,
%str1% Guild Experience Banner,
%str1% Guild Gathering and Swiftness Banner,
%str1% Guild Gold Banner,
%str1% Guild Gold and Magic Find Banner,
%str1% Guild Karma Banner,
%str1% Guild Karma and Experience Banner,
%str1% Guild Magic Find Banner,
%str1% Guild Surveying Banner,
%str1% Headgear,
%str1% Health,
%str1% Hill,
%str1% Hill Waypoint,
%str1% History,
%str1% Influence,
%str1% Invader,
%str1% Kartenabschluss,
%str1% Keep,
%str1% Leggings,
%str1% Loses!,
%str1% Lowlands,
%str1% Map Completion,
%str1% Overlook,
%str1% Participation,
%str1% Place,
%str1% Protected,
%str1% Qualifying Points,
%str1% Queued %str2%.,
%str1% Reward,
%str1% Round,
%str1% Scores %num1% Points,
%str1% Shoulders,
%str1% Stoic Alder's tale has taken an unexpected turn for the worse. You will be returned to Harvest Den soon.,
%str1% Tier %num1% Complete,
%str1% Tier %num1% Skill Guide,
%str1% Use your warclaw to bring supplies from base camp to construct it.,
%str1% VS %str2%,
%str1% Valley,
%str1% Wins by Profession,
%str1% Wins!,
%str1% [lbracket]%num1%[rbracket],
%str1% [lbracket]%str2% trainer[rbracket],
%str1% [lbracket]%str2%[rbracket],
%str1% [lbracket]%str2%[rbracket]: %str3%,
%str1% [lbracket]BETA[rbracket],
%str1% [lbracket]level %num1%[rbracket],
%str1% absorbs your %str3%.,
%str1% agrees with %str2%.,
%str1% agrees.,
%str1% appreciated that!,
%str1% assembly completed.,
%str1% assists.,
%str1% at %str2%,
%str1% attacks %str2% for %num1% damage.,
%str1% beckons to %str2%.,
%str1% beckons.,
%str1% blocks %str2%'s %str3%.,
%str1% blocks your %str3%.,
%str1% blows a kiss to %str2%.,
%str1% blows a kiss.,
%str1% boasts to %str2%.,
%str1% boasts.,
%str1% bought %str2% earning %num1% influence.,
%str1% bows to %str2%.,
%str1% bows.,
%str1% brags to %str2%.,
%str1% brags.,
%str1% brandishes their weapon.,
%str1% breakdances for %str2%.,
%str1% breakdances.,
%str1% can now be summoned in Stronghold!,
%str1% canceled %str2%.,
%str1% cannot be used within the Guild Wars Official Store.,
%str1% channels the fire spirits for %str2%.,
%str1% channels the fire spirits.,
%str1% charges.,
%str1% cheers for %str2%.,
%str1% cheers.,
%str1% cleared all location markers.,
%str1% cleared all markers.,
%str1% cleared all object markers.,
%str1% cleared location marker %str2%.,
%str1% cleared object marker %str2%.,
%str1% combos in your %str2% with %str3%.,
%str1% complete.,
%str1% completed.,
%str1% considers.,
%str1% cooks on their grill for %str2%.,
%str1% cooks on their grill.,
%str1% could trap anything!,
%str1% cowers.,
%str1% cries.,
%str1% critically hits you for %str2% using %str3%.,
%str1% crosses their arms.,
%str1% currently in %str2%,
%str1% dances happily for %str2%.,
%str1% dances happily.,
%str1% dances like a crab.,
%str1% dances like no one is watching.,
%str1% defeated.,
%str1% deposited %str2%x%num2% into %str3%.,
%str1% deposited %str5% into %str3%.,
%str1% destroyed the most targets!,
%str1% determination: %num1%%%,
%str1% did not appreciate that!,
%str1% disagrees with %str2%.,
%str1% disagrees.,
%str1% does the Dodge Step.,
%str1% does the Gear Grind.,
%str1% does the Inventory Shuffle.,
%str1% doesn't let any loose!,
%str1% doesn't let anyone through.,
%str1% downloaded.,
"%str1% drops [an] %str2%, which your party reserves for %str3%.",
%str1% drops [an] %str2%.,
"%str1% drops a rare %str2%, which your party reserves for %str3%.",
%str1% drops a rare %str2%.,
%str1% eliminates the opposition!,
%str1% enchants %str2% with %str3%.,
%str1% evades your %str3%.,
%str1% failed.,
%str1% falls down.,
%str1% feels that %str2% is a masterpiece.,
%str1% feels that this is a masterpiece.,
%str1% fidgets.,
%str1% finished first place in the Great Choya Race!,
%str1% finished first place in the Warclaw Run!,
%str1% finished in first place! %str1% wins!,
%str1% finished in second place!,
%str1% finished in third place.,
%str1% finished second place in the Great Choya Race!,
%str1% finished second place in the Warclaw Run!,
%str1% finished third place in the Great Choya Race!,
%str1% finished third place in the Warclaw Run!,
%str1% flexes their heroic physique.,
%str1% flirts at %str2%.,
%str1% flirts.,
%str1% follows.,
%str1% found an area to construct a calibration thumper.,
%str1% frees the Shining Blade.,
%str1% gains a hero point!,
%str1% gathered the most honey!,
%str1% gets another conversion!,
%str1% gets down with %str2%.,
%str1% gets the assist!,
%str1% gets the interception!,
%str1% gets the steal!,
%str1% gives a thumbs-down.,
%str1% gives a thumbs-up.,
%str1% glances you for %str2% using %str3%.,
%str1% goes to sleep.,
%str1% grants you barrier for %str2% using %str3%.,
%str1% greets to %str2%.,
%str1% greets.,
%str1% had the highest contribution this round!,
%str1% has %num1%.,
%str1% has a green thumb!,
%str1% has a resistance of %num1%.,
"%str1% has added %num1% day[pl:""days""] of time to the arena.",
%str1% has been added to Qadim's menagerie!,
%str1% has been captured by legion forces.,
%str1% has been fortified!,
%str1% has been invited to join the party.,
%str1% has been kicked from the party.,
%str1% has been lost to Dominion forces.,
%str1% has been lured out and awaits you at Mount Balrior's summit.,
%str1% has been reinforced!,
%str1% has been restored.,
%str1% has been secured!,
%str1% has been summoned,
%str1% has been unlocked for your Mist Champion!,
%str1% has begun looking for group.,
%str1% has begun.,
"%str1% has braved the weather and reached Bitter Horn. An imbued Norn Beacon has been lit, allowing you to teleport to it if you choose. While you're outside of Bitter Horn, an interactive icon for the beacon will appear on your minimap.",
%str1% has canceled their vote to kick.,
%str1% has captured %str2%!,
%str1% has changed roles to %str2%.,
"%str1% has changed the party's description to ""%str2%.""",
%str1% has changed the role of %str2% to %str3%.,
%str1% has chilled the Kryptis and removed conditions from allies!,
%str1% has claimed %str2%!,
%str1% has commissioned free food service in Fort Marriner!,
%str1% has commissioned free food services.,
%str1% has commissioned free weapon sharpening service in Fort Marriner!,
%str1% has commissioned free weapon sharpening services.,
%str1% has completed %str2%,
%str1% has completed target %str2%,
%str1% has embiggened our forces!,
%str1% has ended the party's search for new members.,
%str1% has entered the arena!,
%str1% has failed mission %str2%,
%str1% has failed.,
%str1% has finished %str2%.,
%str1% has finished downloading. Would you like to travel there now?,
%str1% has finished round %num1%.,
%str1% has found the golden mushroom!,
%str1% has harnessed ambient magic.,
%str1% has ignited the Kryptis forces and healed all allies!,
%str1% has invited %str2% to the guild.,
%str1% has invited you to a tournament.,
%str1% has invited you to join them.,
%str1% has joined %str2%,
%str1% has joined the game.,
%str1% has joined the guild.,
%str1% has joined the party.,
%str1% has kicked %str2% from the guild.,
%str1% has killed a survivor.,
%str1% has left the game.,
%str1% has left the guild.,
%str1% has left the party.,
%str1% has listed the party as LFG under %str2%.,
%str1% has lit a mini beacon!,
%str1% has lost communication with the server.,
%str1% has opened for registration.,
%str1% has opened the lamp!,
%str1% has perfect pitch!,
%str1% has perfected the defenses!,
%str1% has reached guild level %str2%.,
%str1% has requested to join the party.,
%str1% has resigned.,
%str1% has restored communication with the server.,
%str1% has solved the Hall of Tribute!,
%str1% has solved the Heads of Houses!,
%str1% has started.,
%str1% has swiped the ball!,
%str1% has taken %str2%.,
%str1% has taken the lead!,
%str1% has targeted %str2% for assistance.,
%str1% has targeted %str2% for attacking.,
%str1% has targeted %str2% for finishing.,
%str1% has targeted %str2% for resurrection.,
"%str1% has targeted %str2%, press %str3% to assist.",
%str1% has targeted %str2%.,
%str1% has the crab!,
%str1% has voted to kick %str2%.,
%str1% heals you for %str2% using %str3%.,
%str1% heals you for %str2% via life steal using %str3%.,
%str1% health,
%str1% hisses in a vaguely threatening manner.,
%str1% hit %str2% for %num1% damage using %str3%.,
%str1% hit %str2% for %num1% damage using %str3%. CRITICAL HIT!,
%str1% hit %str2% for %num1% damage using %str3%. GLANCING BLOW!,
%str1% hits a covered pose for %str2%.,
%str1% hits a covered pose.,
%str1% hits a high pose for %str2%.,
%str1% hits a high pose.,
%str1% hits a low pose for %str2%.,
%str1% hits a low pose.,
%str1% hits a twisted pose for %str2%.,
%str1% hits a twisted pose.,
%str1% hits you for %str2% using %str3%.,
%str1% inflicted defiance damage on you for %str2% using %str3%.,
%str1% inflicts %str2% with %str3%.,
%str1% interrupts %str2%.,
%str1% interrupts you using %str3%.,
%str1% is %str2%,
%str1% is Conquering!,
%str1% is Storming the Castle!,
%str1% is a good listener.,
%str1% is a hero!,
%str1% is a master defender!,
%str1% is a master of terror!,
%str1% is a master trapper!,
%str1% is a real survivor!,
%str1% is a slayer!,
%str1% is a stopping the infection!,
%str1% is a supplier!,
%str1% is a survivor!,
%str1% is a treasure hunter!,
%str1% is about to be lost!,
%str1% is about to be sacrificed.,
%str1% is absorbing magic.,
%str1% is acting strangely.,
%str1% is afflicted!,
%str1% is alert at %str2%.,
%str1% is alert.,
%str1% is an artful dodger!,
%str1% is blessed.,
"%str1% is busting out some moves, some sweet dance moves.",
%str1% is casting.,
%str1% is chopping wood.,
%str1% is controlled by Dominion forces.,
%str1% is crying.,
%str1% is currently fixated.,
%str1% is currently locked. Would you still like to unlock this slot?,
%str1% is digging.,
%str1% is draining the threes!,
%str1% is far too dangerous a place to enter alone. Speak with the explorers in the Guild Initiative Headquarters in Lion's Arch about claiming this location for your guild.,
%str1% is farming.,
%str1% is fishing.,
%str1% is full. Would you like to queue up for it?,
"%str1% is full. You may queue up for it, or you may travel to the overflow.",
%str1% is going first!,
%str1% is grateful.,
%str1% is hammering.,
%str1% is holding back the flood!,
%str1% is holding out!,
%str1% is in beta testing and available only to registered beta testers. Please check your region's local website for more information about playing in %str1%.,
%str1% is making it rain!,
%str1% is no longer in the party.,
%str1% is now %str2%.,
%str1% is now level %num1%!,
%str1% is now rank %num1%!,
%str1% is on a Rampage!,
%str1% is on a killing streak!,
%str1% is on a rampage!,
%str1% is on a roll!,
%str1% is on the Hunt!,
%str1% is our winner!,
%str1% is playing.,
%str1% is pouring.,
%str1% is probably dead.,
"%str1% is ready. You may travel there, move to the end of the queue, or stay here and leave the queue.",
"%str1% is ready. You may travel there, or you may move to the end of the queue.",
%str1% is rocking out!,
%str1% is sad.,
%str1% is shivering.,
%str1% is shocked.,
%str1% is so generous.,
%str1% is spreading the infection!,
%str1% is stretching.,
%str1% is surprised by %str2%.,
%str1% is surprised.,
%str1% is talking to %str2%.,
%str1% is talking.,
%str1% is the final survivor.,
%str1% is the first to reach Iberu's treasure!,
%str1% is the first to transport a skyscale safely!,
%str1% is the second to reach the treasure!,
%str1% is the second to transport a skyscale safely!,
%str1% is the third to reach the treasure!,
%str1% is the third to transport a skyscale safely.,
%str1% is the ultimate contagion!,
%str1% is the voice of the Mad King!,
%str1% is the winner!,
%str1% is threatening.,
%str1% is tipsy.,
%str1% is too big!,
%str1% is truly terrifying!,
%str1% is under attack!,
%str1% is untouchable!,
%str1% is upset.,
%str1% is using administrative commands.,
%str1% is using developer commands.,
%str1% juggles with magical lights for %str2%.,
%str1% juggles with magical lights.,
%str1% k,
%str1% kicked by %str2%.,
%str1% kneels.,
%str1% knocks down %str2%.,
%str1% knocks it loose!,
%str1% laughs with %str2%.,
%str1% laughs.,
%str1% leaves no one behind!,
%str1% left the guild.,
%str1% lets out a sob.,
